url,source,label,success,headline,status_code,error,final_url,elapsed_ms,fetched_at_utc,headline_method
https://www.foxnews.com/auto/jeep-saluting-u-s-military-veterans-cash-back-deal,FoxNews,0,True,"Jeep saluting US military and veterans with $1,000 cash-back deal",200,,https://www.foxnews.com/auto/jeep-saluting-u-s-military-veterans-cash-back-deal,504,2026-04-09T23:55:24.066123+00:00,direct_html
https://www.foxnews.com/entertainment/50-cent-voting-trump-over-biden-tax-plan,FoxNews,0,True,50 Cent says ‘vote for Trump’ in light of Biden's tax plan: 'IM OUT,200,,https://www.foxnews.com/entertainment/50-cent-voting-trump-over-biden-tax-plan,411,2026-04-09T23:54:00.704974+00:00,direct_html
https://www.foxnews.com/entertainment/8-rock-stars-rocking-80s.print,FoxNews,0,True,8 rock stars who are rockin' their way into their 80s,200,,https://www.foxnews.com/entertainment/8-rock-stars-rocking-80s.print,422,2026-04-09T23:57:26.997913+00:00,direct_html
https://www.foxnews.com/entertainment/agt-judge-simon-cowell-has-rare-public-outing-son-fiancee-after-revealing-10-year-old-saved-him.print,FoxNews,0,True,AGT' judge Simon Cowell has rare public outing with son and fiancée after revealing 10-year-old 'saved' him,200,,https://www.foxnews.com/entertainment/agt-judge-simon-cowell-has-rare-public-outing-son-fiancee-after-revealing-10-year-old-saved-him.print,489,2026-04-09T23:56:30.051194+00:00,direct_html
https://www.foxnews.com/entertainment/american-graffiti-cast-50-years-film-launched-harrison-ford-struggling-carpenter-han-solo,FoxNews,0,True,American Graffiti' cast 50 years later: How film launched Harrison Ford from struggling carpenter to Han Solo,200,,https://www.foxnews.com/entertainment/american-graffiti-cast-50-years-film-launched-harrison-ford-struggling-carpenter-han-solo,597,2026-04-09T23:57:31.064999+00:00,direct_html
https://www.foxnews.com/entertainment/american-idol-fans-criticize-katy-perry-luke-bryan-rude-reaction-they-need-apologize,FoxNews,0,True,American Idol' fans criticize Katy Perry and Luke Bryan after 'rude' reaction: They need to 'apologize,200,,https://www.foxnews.com/entertainment/american-idol-fans-criticize-katy-perry-luke-bryan-rude-reaction-they-need-apologize,695,2026-04-09T23:56:06.040894+00:00,direct_html
https://www.foxnews.com/entertainment/american-idol-judge-katy-perry-suffers-wardrobe-malfunction-during-show.print,FoxNews,0,True,American Idol' judge Katy Perry suffers wardrobe malfunction during show,200,,https://www.foxnews.com/entertainment/american-idol-judge-katy-perry-suffers-wardrobe-malfunction-during-show.print,422,2026-04-09T23:56:01.564901+00:00,direct_html
https://www.foxnews.com/entertainment/american-idol-judge-luke-bryan-shares-which-stars-have-been-in-talks-replace-katy-perry-hit-show,FoxNews,0,True,American Idol’ judge Luke Bryan shares which stars have been ‘in the talks’ to replace Katy Perry on hit show,200,,https://www.foxnews.com/entertainment/american-idol-judge-luke-bryan-shares-which-stars-have-been-in-talks-replace-katy-perry-hit-show,563,2026-04-09T23:54:00.251674+00:00,direct_html
https://www.foxnews.com/entertainment/americas-got-talent-judge-heidi-klum-did-not-expect-9-year-olds-epic-tina-turner-performance,FoxNews,0,True,America's Got Talent' judge Heidi Klum 'did not expect' 9-year-old's epic Tina Turner performance,200,,https://www.foxnews.com/entertainment/americas-got-talent-judge-heidi-klum-did-not-expect-9-year-olds-epic-tina-turner-performance,1027,2026-04-09T23:53:16.274088+00:00,direct_html
https://www.foxnews.com/entertainment/americas-got-talent-judge-simon-cowell-makes-show-history-shocking-move,FoxNews,0,True,America's Got Talent' judge Simon Cowell makes show history with shocking move,200,,https://www.foxnews.com/entertainment/americas-got-talent-judge-simon-cowell-makes-show-history-shocking-move,641,2026-04-09T23:56:28.732390+00:00,direct_html
https://www.foxnews.com/entertainment/americas-got-talent-judge-simon-cowells-fiancee-pushes-workaholic-star-do-normal-things,FoxNews,0,True,America’s Got Talent’ judge Simon Cowell’s fiancée pushes ‘workaholic’ star to do ‘normal things,200,,https://www.foxnews.com/entertainment/americas-got-talent-judge-simon-cowells-fiancee-pushes-workaholic-star-do-normal-things,701,2026-04-09T23:57:27.419894+00:00,direct_html
https://www.foxnews.com/entertainment/arnold-schwarzenegger-expands-current-relationship-status-ex-wife-maria-shriver,FoxNews,0,True,Arnold Schwarzenegger expands on his current relationship status with ex-wife Maria Shriver,200,,https://www.foxnews.com/entertainment/arnold-schwarzenegger-expands-current-relationship-status-ex-wife-maria-shriver,503,2026-04-09T23:55:18.113060+00:00,direct_html
https://www.foxnews.com/entertainment/arnold-schwarzenegger-gruesome-injury-total-recall.print,FoxNews,0,True,Arnold Schwarzenegger remembers gruesome injury while filming 'Total Recall,200,,https://www.foxnews.com/entertainment/arnold-schwarzenegger-gruesome-injury-total-recall.print,296,2026-04-09T23:54:36.505080+00:00,direct_html
https://www.foxnews.com/entertainment/ashley-tisdale-vanessa-hudgens-dance-high-school-musical,FoxNews,0,True,"Ashley Tisdale, Vanessa Hudgens dance to 'High School Musical' song during self-quarantine",200,,https://www.foxnews.com/entertainment/ashley-tisdale-vanessa-hudgens-dance-high-school-musical,474,2026-04-09T23:56:20.757864+00:00,direct_html
https://www.foxnews.com/entertainment/beatle-ringo-starr-peace-love-all-starr-tour.print,FoxNews,0,True,Beatle Ringo Starr reflects on spreading 'peace and love' following the '60s: 'It was part of how we felt,200,,https://www.foxnews.com/entertainment/beatle-ringo-starr-peace-love-all-starr-tour.print,432,2026-04-09T23:57:23.083698+00:00,direct_html
https://www.foxnews.com/entertainment/beatles-paul-mccartney-john-lennon-the-lyrics-book,FoxNews,0,True,Beatles star Paul McCartney reflects on feud with John Lennon following band's split: 'It hurt,200,,https://www.foxnews.com/entertainment/beatles-paul-mccartney-john-lennon-the-lyrics-book,492,2026-04-09T23:55:24.617721+00:00,direct_html
https://www.foxnews.com/entertainment/billy-joel-weight-loss-madison-square-garden,FoxNews,0,True,Billy Joel unveils 50-pound weight loss at Madison Square Garden following back surgery,200,,https://www.foxnews.com/entertainment/billy-joel-weight-loss-madison-square-garden,1136,2026-04-09T23:53:05.142898+00:00,direct_html
https://www.foxnews.com/entertainment/bob-dylan-museum-opening-in-tulsa,FoxNews,0,True,Bob Dylan museum opening in Tulsa,200,,https://www.foxnews.com/entertainment/bob-dylan-museum-opening-in-tulsa,658,2026-04-09T23:55:54.370491+00:00,direct_html
https://www.foxnews.com/entertainment/bradley-cooper-supports-brad-pitt-brooke-shields-real-life-hollywood-hero,FoxNews,0,True,"Bradley Cooper supports Brad Pitt, Brooke Shields as real-life Hollywood hero",200,,https://www.foxnews.com/entertainment/bradley-cooper-supports-brad-pitt-brooke-shields-real-life-hollywood-hero,596,2026-04-09T23:56:11.466169+00:00,direct_html
https://www.foxnews.com/entertainment/bruce-willis-daughter-gives-update-on-his-health-shares-famous-parents-advice-about-working-in-hollywood.print,FoxNews,0,True,"Bruce Willis' daughter gives update on his health, shares famous parents' advice about working in Hollywood",200,,https://www.foxnews.com/entertainment/bruce-willis-daughter-gives-update-on-his-health-shares-famous-parents-advice-about-working-in-hollywood.print,378,2026-04-09T23:55:45.152672+00:00,direct_html
https://www.foxnews.com/entertainment/bruce-willis-daughter-says-hes-shown-her-to-not-take-any-moment-granted-theres-painful-days,FoxNews,0,True,Bruce Willis' daughter says he's shown her 'to not take any moment for granted': 'There's painful days,200,,https://www.foxnews.com/entertainment/bruce-willis-daughter-says-hes-shown-her-to-not-take-any-moment-granted-theres-painful-days,703,2026-04-09T23:55:54.980230+00:00,direct_html
https://www.foxnews.com/entertainment/bruce-willis-daughter-tallulah-gets-emotional-photos-dad-my-whole-damn-heart,FoxNews,0,True,"Bruce Willis' daughter Tallulah gets emotional over photos with dad, 'my whole damn heart",200,,https://www.foxnews.com/entertainment/bruce-willis-daughter-tallulah-gets-emotional-photos-dad-my-whole-damn-heart,662,2026-04-09T23:53:32.245860+00:00,direct_html
https://www.foxnews.com/entertainment/bruce-willis-daughter-tallulah-update-painful-dementia-battle.print,FoxNews,0,True,Bruce Willis' daughter Tallulah gives update on his 'painful' dementia battle,200,,https://www.foxnews.com/entertainment/bruce-willis-daughter-tallulah-update-painful-dementia-battle.print,494,2026-04-09T23:57:12.522732+00:00,direct_html
https://www.foxnews.com/entertainment/bruce-willis-demi-moore-arnold-schwarzenegger-maria-shriver-forever-relationships,FoxNews,0,True,"Bruce Willis, Demi Moore and Arnold Schwarzenegger, Maria Shriver still have ‘forever’ relationships",200,,https://www.foxnews.com/entertainment/bruce-willis-demi-moore-arnold-schwarzenegger-maria-shriver-forever-relationships,558,2026-04-09T23:53:49.158993+00:00,direct_html
https://www.foxnews.com/entertainment/bruce-willis-demi-moore-avoided-doing-one-thing-while-co-parenting-daughter-says,FoxNews,0,True,"Bruce Willis, Demi Moore avoided doing one thing while co-parenting, daughter says",200,,https://www.foxnews.com/entertainment/bruce-willis-demi-moore-avoided-doing-one-thing-while-co-parenting-daughter-says,1346,2026-04-09T23:52:46.824412+00:00,direct_html
https://www.foxnews.com/entertainment/bruce-willis-diagnosed-aphasia-stepping-away-acting,FoxNews,0,True,"Bruce Willis diagnosed with aphasia, 'stepping away' from acting, family reveals",200,,https://www.foxnews.com/entertainment/bruce-willis-diagnosed-aphasia-stepping-away-acting,752,2026-04-09T23:57:30.266507+00:00,direct_html
https://www.foxnews.com/entertainment/bruce-willis-diagnosed-frontotemporal-dementia-following-aphasia-battle-family-says,FoxNews,0,True,"Bruce Willis diagnosed with frontotemporal dementia following aphasia battle, family says",200,,https://www.foxnews.com/entertainment/bruce-willis-diagnosed-frontotemporal-dementia-following-aphasia-battle-family-says,607,2026-04-09T23:57:52.362572+00:00,direct_html
https://www.foxnews.com/entertainment/bruce-willis-first-photo-grandpa-rumer-willis-baby-girl-something-will-treasure,FoxNews,0,True,Bruce Willis' first photo as grandpa with Rumer Willis’ baby girl: ‘Something I will treasure,200,,https://www.foxnews.com/entertainment/bruce-willis-first-photo-grandpa-rumer-willis-baby-girl-something-will-treasure,458,2026-04-09T23:56:09.294763+00:00,direct_html
https://www.foxnews.com/entertainment/bruce-willis-holds-family-tight-thanksgiving-battling-dementia,FoxNews,0,True,Bruce Willis holds family tight during Thanksgiving while battling dementia,200,,https://www.foxnews.com/entertainment/bruce-willis-holds-family-tight-thanksgiving-battling-dementia,546,2026-04-09T23:54:11.771070+00:00,direct_html
https://www.foxnews.com/entertainment/bruce-willis-paradise-city-hollywood-career,FoxNews,0,True,"A look at Bruce Willis’ upcoming acting role in 'Paradise City,’ his storied Hollywood career",200,,https://www.foxnews.com/entertainment/bruce-willis-paradise-city-hollywood-career,527,2026-04-09T23:54:30.273575+00:00,direct_html
https://www.foxnews.com/entertainment/bruce-willis-relatively-incommunicative-not-totally-verbal-dementia-diagnosis,FoxNews,0,True,"Bruce Willis is relatively 'incommunicative,' 'not totally verbal' after dementia diagnosis, friend reveals",200,,https://www.foxnews.com/entertainment/bruce-willis-relatively-incommunicative-not-totally-verbal-dementia-diagnosis,675,2026-04-09T23:57:41.068897+00:00,direct_html
https://www.foxnews.com/entertainment/bruce-willis-shares-sweet-embrace-daughter-tallulah-makes-funny-faces-playful-snaps.print,FoxNews,0,True,Bruce Willis shares sweet embrace with daughter Tallulah and makes funny faces in playful snaps,200,,https://www.foxnews.com/entertainment/bruce-willis-shares-sweet-embrace-daughter-tallulah-makes-funny-faces-playful-snaps.print,969,2026-04-09T23:52:58.925400+00:00,direct_html
https://www.foxnews.com/entertainment/bruce-willis-wife-emma-heming-struggles-guilt-deals-dementia-diagnosis,FoxNews,0,True,Bruce Willis’ wife Emma Heming struggles with ‘guilt’ as she deals with his dementia diagnosis,200,,https://www.foxnews.com/entertainment/bruce-willis-wife-emma-heming-struggles-guilt-deals-dementia-diagnosis,1102,2026-04-09T23:56:57.685356+00:00,direct_html
https://www.foxnews.com/entertainment/camila-cabello-suffers-met-gala-wardrobe-malfunction-exposing-underwear,FoxNews,0,True,"Camila Cabello suffers Met Gala wardrobe malfunction, exposing underwear",200,,https://www.foxnews.com/entertainment/camila-cabello-suffers-met-gala-wardrobe-malfunction-exposing-underwear,566,2026-04-09T23:56:09.667758+00:00,direct_html
https://www.foxnews.com/entertainment/charlie-sheen-denise-richards-support-sami-sheen-onlyfans,FoxNews,0,True,Charlie Sheen's ex Denise Richards vows to ‘support’ their daughter Sami after actor disapproves OnlyFans page,200,,https://www.foxnews.com/entertainment/charlie-sheen-denise-richards-support-sami-sheen-onlyfans,575,2026-04-09T23:53:29.228142+00:00,direct_html
https://www.foxnews.com/entertainment/charlie-sheen-reacts-daughter-sami-sheen-joining-onlyfans,FoxNews,0,True,"Charlie Sheen reacts to daughter Sami Sheen, 18, joining OnlyFans: ‘This did not occur under my roof",200,,https://www.foxnews.com/entertainment/charlie-sheen-reacts-daughter-sami-sheen-joining-onlyfans,361,2026-04-09T23:53:57.029343+00:00,direct_html
https://www.foxnews.com/entertainment/cher-hit-victorias-secret-runway-after-casting-controversy,FoxNews,0,True,Cher to hit Victoria's Secret runway after casting controversy,200,,https://www.foxnews.com/entertainment/cher-hit-victorias-secret-runway-after-casting-controversy,593,2026-04-09T23:54:34.443443+00:00,direct_html
https://www.foxnews.com/entertainment/cher-turned-down-dating-elvis-presley-because-nervous-reputation,FoxNews,0,True,Cher turned down dating Elvis Presley because she was 'nervous of his reputation,200,,https://www.foxnews.com/entertainment/cher-turned-down-dating-elvis-presley-because-nervous-reputation,393,2026-04-09T23:56:32.523421+00:00,direct_html
https://www.foxnews.com/entertainment/cindy-williams-laverne-shirley-actress-dead-75,FoxNews,0,True,"Cindy Williams, 'Laverne & Shirley' actress, dead at 75",200,,https://www.foxnews.com/entertainment/cindy-williams-laverne-shirley-actress-dead-75,420,2026-04-09T23:57:29.567896+00:00,direct_html
https://www.foxnews.com/entertainment/cma-nominee-jelly-roll-troubled-past-empowered-him-succeed,FoxNews,0,True,CMA nominee Jelly Roll says troubled past empowered him to succeed: 'I was a horrible human for decades,200,,https://www.foxnews.com/entertainment/cma-nominee-jelly-roll-troubled-past-empowered-him-succeed,611,2026-04-09T23:56:17.209223+00:00,direct_html
https://www.foxnews.com/entertainment/craig-morgan-reflects-faith-family-country-music-stardom-loss-memoir-god-family-country,FoxNews,0,True,"Craig Morgan reflects on faith, family, country music stardom and loss in his memoir 'God, Family, Country",200,,https://www.foxnews.com/entertainment/craig-morgan-reflects-faith-family-country-music-stardom-loss-memoir-god-family-country,521,2026-04-09T23:55:23.336933+00:00,direct_html
https://www.foxnews.com/entertainment/david-spade-amy-schumer-comedians-react-will-smith-chris-rock-slap,FoxNews,0,True,"Howard Stern, Judd Apatow, other comedians defend Chris Rock: 'He handled it like a pro",200,,https://www.foxnews.com/entertainment/david-spade-amy-schumer-comedians-react-will-smith-chris-rock-slap,636,2026-04-09T23:57:53.965423+00:00,direct_html
https://www.foxnews.com/entertainment/demi-moore-addresses-bruce-willis-dementia-battle.print,FoxNews,0,True,Demi Moore addresses Bruce Willis' dementia battle: 'He's doing very well,200,,https://www.foxnews.com/entertainment/demi-moore-addresses-bruce-willis-dementia-battle.print,686,2026-04-09T23:54:27.299878+00:00,direct_html
https://www.foxnews.com/entertainment/demi-moore-isolating-bruce-willis-daughters-amazing,FoxNews,0,True,"Demi Moore on isolating with ex Bruce Willis, daughters: 'It was amazing",200,,https://www.foxnews.com/entertainment/demi-moore-isolating-bruce-willis-daughters-amazing,535,2026-04-09T23:57:41.928831+00:00,direct_html
https://www.foxnews.com/entertainment/demi-moore-says-ex-bruce-willis-stable-health-he-battles-dementia,FoxNews,0,True,Demi Moore says ex Bruce Willis is in 'stable' health as he battles dementia,200,,https://www.foxnews.com/entertainment/demi-moore-says-ex-bruce-willis-stable-health-he-battles-dementia,586,2026-04-09T23:56:19.655345+00:00,direct_html
https://www.foxnews.com/entertainment/demi-moore-says-ex-bruce-willis-stable-place-amid-dementia-battle-treasure-time-we-all-share,FoxNews,0,True,Bruce Willis' ex-wife Demi Moore shares update on actor's condition as he battles dementia,200,,https://www.foxnews.com/entertainment/demi-moore-says-ex-bruce-willis-stable-place-amid-dementia-battle-treasure-time-we-all-share,358,2026-04-09T23:54:10.073441+00:00,direct_html
https://www.foxnews.com/entertainment/denise-richards-confesses-hell-charlie-sheen-addiction-struggles.print,FoxNews,0,True,Denise Richards confesses she went through 'hell and back' for Charlie Sheen during addiction struggles,200,,https://www.foxnews.com/entertainment/denise-richards-confesses-hell-charlie-sheen-addiction-struggles.print,476,2026-04-09T23:57:19.586158+00:00,direct_html
https://www.foxnews.com/entertainment/denise-richards-felt-guilty-splitting-up-family-divorce-charlie-sheen,FoxNews,0,True,Denise Richards 'felt guilty' for splitting up her family after divorce from Charlie Sheen,200,,https://www.foxnews.com/entertainment/denise-richards-felt-guilty-splitting-up-family-divorce-charlie-sheen,410,2026-04-09T23:54:34.505259+00:00,direct_html
https://www.foxnews.com/entertainment/denise-richards-says-losing-out-lead-role-90s-cult-classic-blessing.print,FoxNews,0,True,Denise Richards says losing out on lead role of ‘90s cult classic was a ‘blessing,200,,https://www.foxnews.com/entertainment/denise-richards-says-losing-out-lead-role-90s-cult-classic-blessing.print,420,2026-04-09T23:56:38.181350+00:00,direct_html
https://www.foxnews.com/entertainment/disney-plus-removes-access-to-classics-like-dumbo-peter-pan-for-kids-under-7-over-racist-stereotypes.print,FoxNews,0,True,"Disney+ removes access to classics like 'Dumbo,' 'Peter Pan' for kids under 7 over 'racist' stereotypes",200,,https://www.foxnews.com/entertainment/disney-plus-removes-access-to-classics-like-dumbo-peter-pan-for-kids-under-7-over-racist-stereotypes.print,374,2026-04-09T23:57:36.335566+00:00,direct_html
https://www.foxnews.com/entertainment/dolly-parton-removes-herself-rock-roll-hall-of-fame-nomination,FoxNews,0,True,"Dolly Parton removes herself from Rock & Roll Hall of Fame nomination, says she hasn't 'earned that right",200,,https://www.foxnews.com/entertainment/dolly-parton-removes-herself-rock-roll-hall-of-fame-nomination,540,2026-04-09T23:54:42.621032+00:00,direct_html
https://www.foxnews.com/entertainment/doors-jim-morrison-paris-50th-anniversary-death,FoxNews,0,True,Doors fans remember Jim Morrison in Paris on 50th anniversary of his death,200,,https://www.foxnews.com/entertainment/doors-jim-morrison-paris-50th-anniversary-death,342,2026-04-09T23:53:59.991152+00:00,direct_html
https://www.foxnews.com/entertainment/eddie-van-halens-brother-wants-ai-complete-bands-unreleased-music,FoxNews,0,True,Eddie Van Halen's brother wants AI to complete the band's unreleased music,200,,https://www.foxnews.com/entertainment/eddie-van-halens-brother-wants-ai-complete-bands-unreleased-music,631,2026-04-09T23:54:42.199860+00:00,direct_html
https://www.foxnews.com/entertainment/eddie-van-halens-son-wolfgang-hits-back-david-lee-roth-singer-trashes-him-wild-rant,FoxNews,0,True,Eddie Van Halen's son Wolfgang hits back at David Lee Roth after singer trashes him in wild rant,200,,https://www.foxnews.com/entertainment/eddie-van-halens-son-wolfgang-hits-back-david-lee-roth-singer-trashes-him-wild-rant,535,2026-04-09T23:55:05.207482+00:00,direct_html
https://www.foxnews.com/entertainment/ellen-degeneres-reveals-3-recent-health-diagnoses,FoxNews,0,True,Ellen DeGeneres reveals 3 health diagnoses after 'excruciating pain': 'I could disintegrate in the shower,200,,https://www.foxnews.com/entertainment/ellen-degeneres-reveals-3-recent-health-diagnoses,290,2026-04-09T23:54:49.113515+00:00,direct_html
https://www.foxnews.com/entertainment/elton-john-bids-farewell-philadelphia-freedom-performance,FoxNews,0,True,Elton John bids farewell to Philly with 'Philadelphia Freedom' performance,200,,https://www.foxnews.com/entertainment/elton-john-bids-farewell-philadelphia-freedom-performance,526,2026-04-09T23:56:23.916311+00:00,direct_html
https://www.foxnews.com/entertainment/elvis-presley-rock-and-roll,FoxNews,0,True,Remembering Elvis Presley on his birthday: The legacy of the king of rock and roll,200,,https://www.foxnews.com/entertainment/elvis-presley-rock-and-roll,430,2026-04-09T23:56:36.197273+00:00,direct_html
https://www.foxnews.com/entertainment/elvis-top-gun-maverick-tie-no-1-box-office-spot,FoxNews,0,True,Elvis' takes No. 1 after tie with 'Top Gun: Maverick,200,,https://www.foxnews.com/entertainment/elvis-top-gun-maverick-tie-no-1-box-office-spot,341,2026-04-09T23:55:58.813216+00:00,direct_html
https://www.foxnews.com/entertainment/emily-blunt-says-toes-curl-when-people-their-kids-want-act-want-say-dont-do-it,FoxNews,0,True,"Emily Blunt says her ‘toes curl’ when people tell her their kids want to act: 'I want to say, don’t do it!",200,,https://www.foxnews.com/entertainment/emily-blunt-says-toes-curl-when-people-their-kids-want-act-want-say-dont-do-it,1296,2026-04-09T23:52:46.824562+00:00,direct_html
https://www.foxnews.com/entertainment/eric-clapton-covid-vaccine-positive-postpones-cancels-concerts.print,FoxNews,0,True,"Eric Clapton positive for COVID-19, postpones concerts",200,,https://www.foxnews.com/entertainment/eric-clapton-covid-vaccine-positive-postpones-cancels-concerts.print,469,2026-04-09T23:55:46.668292+00:00,direct_html
https://www.foxnews.com/entertainment/euphoria-star-sydney-sweeneys-dad-walked-out-explicit-scenes-watching-show.print,FoxNews,0,True,Euphoria’ star Sydney Sweeney’s dad ‘walked out’ during her explicit scenes after watching show,200,,https://www.foxnews.com/entertainment/euphoria-star-sydney-sweeneys-dad-walked-out-explicit-scenes-watching-show.print,388,2026-04-09T23:56:08.842248+00:00,direct_html
https://www.foxnews.com/entertainment/euphoria-sydney-sweeney-sex-symbol-nude-scenes,FoxNews,0,True,"Euphoria’ star Sydney Sweeney on being a sex symbol, why she ‘won’t stop’ doing nude scenes",200,,https://www.foxnews.com/entertainment/euphoria-sydney-sweeney-sex-symbol-nude-scenes,505,2026-04-09T23:57:49.051127+00:00,direct_html
https://www.foxnews.com/entertainment/euphorias-sydney-sweeney-faces-heat-moms-party-featuring-maga-like-hats-blue-lives-matter-shirt,FoxNews,0,True,"Euphoria's' Sydney Sweeney faces heat for mom's party featuring MAGA-like hats, 'Blue Lives Matter' shirt",200,,https://www.foxnews.com/entertainment/euphorias-sydney-sweeney-faces-heat-moms-party-featuring-maga-like-hats-blue-lives-matter-shirt,399,2026-04-09T23:53:50.861383+00:00,direct_html
https://www.foxnews.com/entertainment/foo-fighters-drummer-taylor-hawkins-dead-at-50,FoxNews,0,True,Foo Fighters drummer Taylor Hawkins dead at 50,200,,https://www.foxnews.com/entertainment/foo-fighters-drummer-taylor-hawkins-dead-at-50,726,2026-04-09T23:55:04.966923+00:00,direct_html
https://www.foxnews.com/entertainment/former-one-direction-band-member-niall-horan-announces-new-solo-music-festivals-2023,FoxNews,0,True,Former One Direction band member Niall Horan announces new solo music and festivals in 2023,200,,https://www.foxnews.com/entertainment/former-one-direction-band-member-niall-horan-announces-new-solo-music-festivals-2023,491,2026-04-09T23:55:34.200730+00:00,direct_html
https://www.foxnews.com/entertainment/gwyneth-paltrow-brad-pitt-sent-really-beautiful-gift,FoxNews,0,True,Gwyneth Paltrow reveals ex Brad Pitt recently sent her ‘really beautiful’ gift,200,,https://www.foxnews.com/entertainment/gwyneth-paltrow-brad-pitt-sent-really-beautiful-gift,632,2026-04-09T23:54:05.009432+00:00,direct_html
https://www.foxnews.com/entertainment/gwyneth-paltrow-reflects-chris-martin-divorce,FoxNews,0,True,Gwyneth Paltrow reflects on Chris Martin split: ‘I never wanted to get divorced,200,,https://www.foxnews.com/entertainment/gwyneth-paltrow-reflects-chris-martin-divorce,741,2026-04-09T23:56:19.604502+00:00,direct_html
https://www.foxnews.com/entertainment/harrison-ford-loves-being-old-despite-challenges.print,FoxNews,0,True,Harrison Ford loves being old despite challenges: 'I don't want to be young again,200,,https://www.foxnews.com/entertainment/harrison-ford-loves-being-old-despite-challenges.print,481,2026-04-09T23:56:12.441842+00:00,direct_html
https://www.foxnews.com/entertainment/harrison-ford-mocks-conan-obrien-star-wars-dis-cant-f-ing-remember,FoxNews,0,True,Harrison Ford mocks Conan O’Brien after 'Star Wars' dis: ‘You can't f---ing remember,200,,https://www.foxnews.com/entertainment/harrison-ford-mocks-conan-obrien-star-wars-dis-cant-f-ing-remember,1060,2026-04-09T23:52:58.308287+00:00,direct_html
https://www.foxnews.com/entertainment/harrison-ford-responds-compliment-from-reporter-cannes-blessed-with-this-body,FoxNews,0,True,Harrison Ford responds to compliment from reporter at Cannes: ‘Blessed with this body,200,,https://www.foxnews.com/entertainment/harrison-ford-responds-compliment-from-reporter-cannes-blessed-with-this-body,1208,2026-04-09T23:56:58.449195+00:00,direct_html
